X, Y
Point
0, 0
New Spline
27.1507575950825, 30.8492424049175
26.6077424325771, 31.9244124042583
26.0647272702859, 32.9778617975519
25.521712108209, 34.0095905847982
24.9786969463462, 35.0195987659972
24.4356817846977, 36.0078863411489
23.8926666232634, 36.9744533102533
23.3496514620433, 37.9192996733104
22.8066363010375, 38.8424254303203
22.2636211402458, 39.7438305812828
21.7206059796684, 40.6235151261981
21.1775908193052, 41.481479065066
20.6345756591561, 42.3177223978867
20.0915604992214, 43.1322451246601
19.5485453395008, 43.9250472453862
19.0055301799944, 44.696128760065
18.4625150207023, 45.4454896686965
17.9194998616244, 46.1731299712807
17.3764847027607, 46.8790496678176
16.8334695441112, 47.5632487583073
16.2904543856759, 48.2257272427496
15.7474392274549, 48.8664851211447
15.204424069448, 49.4855223934924
14.6614089116554, 50.0828390597929
14.118393754077, 50.6584351200461
13.5753785967129, 51.212310574252
13.0323634395629, 51.7444654224106
12.4893482826271, 52.2548996645219
11.9463331259056, 52.743613300586
11.4033179693983, 53.2106063306027
10.8603028131052, 53.6558787545722
10.3172876570263, 54.0794305724943
9.77427250116165, 54.4812617843692
9.2312573455112, 54.8613723901968
8.68824219007497, 55.219762389977
8.14522703485296, 55.5564317837101
7.60221187984516, 55.8713805713958
7.05919672505159, 56.1646087530342
6.51618157047222, 56.4361163286253
5.97316641610707, 56.6859032981691
5.43015126195615, 56.9139696616657
4.88713610801944, 57.1203154191149
4.34412095429695, 57.3049405705169
3.80110580078867, 57.4678451158716
3.25809064749461, 57.609029055179
2.71507549441476, 57.7284923884391
2.17206034154914, 57.8262351156519
1.62904518889773, 57.9022572368174
1.08603003646054, 57.9565587519356
0.543014884237559, 57.9891396610066
-2.67771198991795E-07, 57.9999999640302
-0.54301541956574, 57.9891396610065
-1.08603057114607, 57.9565587519356
-1.62904572251217, 57.9022572368174
-2.17206087366407, 57.8262351156519
-2.71507602460174, 57.7284923884391
-3.2580911753252, 57.609029055179
-3.80110632583443, 57.4678451158716
-4.34412147612945, 57.3049405705169
-4.88713662621026, 57.120315419115
-5.43015177607685, 56.9139696616657
-5.97316692572922, 56.6859032981692
-6.51618207516738, 56.4361163286253
-7.05919722439132, 56.1646087530342
-7.60221237340104, 55.8713805713958
-8.14522752219654, 55.5564317837101
-8.68824267077783, 55.2197623899771
-9.2312578191449, 54.8613723901968
-9.77427296729775, 54.4812617843692
-10.3172881152364, 54.0794305724943
-10.8603032629608, 53.6558787545722
-11.403318410471, 53.2106063306027
-11.946333557767, 52.743613300586
-12.4893487048488, 52.254899664522
-13.0323638517163, 51.7444654224106
-13.5753789983696, 51.212310574252
-14.1183941448088, 50.6584351200461
-14.6614092910337, 50.0828390597929
-15.2044244370444, 49.4855223934925
-15.7474395828408, 48.8664851211447
-16.2904547284231, 48.2257272427496
-16.8334698737911, 47.5632487583073
-17.3764850189449, 46.8790496678177
-17.9195001638845, 46.1731299712807
-18.4625153086099, 45.4454896686965
-19.0055304531211, 44.696128760065
-19.548545597418, 43.9250472453862
-20.0915607415007, 43.1322451246601
-20.6345758853693, 42.3177223978867
-21.1775910290235, 41.481479065066
-21.7206061724636, 40.6235151261981
-22.2636213156895, 39.7438305812828
-22.8066364587011, 38.8424254303203
-23.3496516014986, 37.9192996733105
-23.8926667440818, 36.9744533102533
-24.4356818864508, 36.0078863411489
-24.9786970286055, 35.0195987659972
-25.5217121705461, 34.0095905847982
-26.0647273122725, 32.977861797552
-26.6077424537846, 31.9244124042584
-27.1507575950825, 30.8492424049175
New Line
-27.1507575950825, 30.8492424049175
-42, 16
Point
0, 42
New Circle
9, 42
8.99955000374999, 42.0899985000075
8.9982000599992, 42.17998800024
8.99595030374089, 42.2699595018225
8.9928009599488, 42.3599040076797
8.9887523435547, 42.4498125234361
8.98380485941684, 42.539676058315
8.97795900227952, 42.6294856260378
8.97121535672357, 42.7192322457226
8.96357459710795, 42.8089069427821
8.95503748750223, 42.8985007498215
8.94560488161027, 42.9880047075346
8.9352777226848, 43.0774098656003
8.92405704343309, 43.1667072835773
8.91194396591374, 43.2558880317981
8.89893970142438, 43.3449431922624
8.88504555038064, 43.4338638595282
8.87026290218605, 43.522641141603
8.85459323509309, 43.6112661608324
8.83803811605543, 43.6997300547885
8.82059920057118, 43.7880239771556
8.80227823251733, 43.8761390986149
8.78307704397545, 43.9640666077278
8.76299755504837, 44.0517977118167
8.74204177366827, 44.1393236378442
8.7202117953958, 44.2266356332907
8.69750980321062, 44.3137249670294
8.67393806729302, 44.4005829301995
8.64949894479694, 44.487200837077
8.62419487961427, 44.5735700259435
8.59802840213045, 44.6596818599521
8.57100212897142, 44.745527727991
8.54311876274197, 44.8310990455451
8.51438109175548, 44.9163872555538
8.48479198975512, 45.0013838292673
8.45435441562641, 45.0860802670991
8.42307141310141, 45.1704680994758
8.39094611045431, 45.2545388876847
8.35798172018859, 45.3382842247168
8.32418153871582, 45.4216957361085
8.28954894602597, 45.5047650807779
8.25408740534944, 45.5874839518598
8.21780046281077, 45.6698440775361
8.18069174707396, 45.7518372218629
8.14276496897967, 45.833455185594
8.10402392117409, 45.9146898070011
8.06447247772973, 45.9955329626897
8.02411459375796, 46.0759765684116
7.98295430501356, 46.1560125798733
7.94099572749109, 46.2356329935404
7.89824305701335, 46.3148298474378
7.85470056881176, 46.3935952219462
7.81037261709885, 46.4719212405936
7.76526363463285, 46.5498000708436
7.71937813227442, 46.627223924878
7.67272069853555, 46.7041850603759
7.62529599912074, 46.780675781288
7.57710877646042, 46.8566884386057
7.52816384923668, 46.9322154311269
